Year,Week,Resort,Visitors,Region,Capacity,Base_Elevation,Lifts,Is_Holiday_Week,Is_Peak_Season,Is_COVID_Period,Is_School_Holiday,Avg_Max_Temp,Avg_Min_Temp,Total_Rainfall,Snow_Making_Days,Ideal_Snow_Days,Snow_Preservation_Days,Snow_Accumulation,Comfortable_Days,Temp_Variability,Extreme_Weather_Days,Utilization_Rate,Visitors_per_Lift,Is_Outlier
2016,5,Thredbo,48170,NSW,12000,1370,15,False,False,False,False,1.5571428571428572,-2.257142857142857,36.0,6.0,0.0,7.0,360.0,7.0,3.814285714285714,0.0,4.014166666666667,3211.3333333333335,False
2016,5,Perisher,64386,NSW,15000,1720,47,False,False,False,False,3.8000000000000003,-1.0142857142857145,54.2,1.0,0.0,5.0,0.0,5.0,4.814285714285715,0.0,4.2924,1369.9148936170213,False
2016,5,Charlotte Pass,3570,NSW,1500,1765,4,False,False,False,False,,,,,,,,,,,2.38,892.5,False
2016,6,Mt. Baw Baw,6614,VIC,5000,1460,7,False,True,False,False,2.414285714285714,-2.5714285714285716,26.6,4.0,2.0,5.0,224.0,5.0,4.985714285714286,0.0,1.3228,944.8571428571429,False
2016,6,Mt. Stirling,840,VIC,2000,1400,0,False,True,False,False,,,,,,,,,,,0.42,840.0,False
2016,6,Mt. Hotham,25173,VIC,8000,1750,14,False,True,False,False,-0.4000000000000001,-4.571428571428571,14.4,5.0,3.0,7.0,20.0,7.0,4.171428571428572,0.0,3.146625,1798.0714285714287,False
2016,6,Falls Creek,38818,VIC,8500,1600,15,False,True,False,False,2.0857142857142854,-3.185714285714286,34.199999999999996,4.0,2.0,4.0,340.0,4.0,5.271428571428571,0.0,4.5668235294117645,2587.866666666667,False
2016,6,Mt. Buller,44445,VIC,10000,1805,20,False,True,False,False,2.2714285714285714,-3.271428571428572,43.8,4.0,2.0,4.0,386.0,4.0,5.542857142857143,0.0,4.4445,2222.25,False
2016,6,Selwyn,8336,NSW,4000,1614,8,False,True,False,False,4.228571428571429,-1.5857142857142859,30.400000000000002,2.0,2.0,4.0,64.0,4.0,5.814285714285715,0.0,2.084,1042.0,False
2016,6,Thredbo,45940,NSW,12000,1370,15,False,True,False,False,1.0571428571428572,-4.942857142857143,11.2,4.0,2.0,5.0,112.0,5.0,6.0,0.0,3.828333333333333,3062.6666666666665,False
2016,6,Perisher,61295,NSW,15000,1720,47,False,True,False,False,3.4400000000000004,-3.8000000000000003,79.2,2.0,1.0,3.0,430.0,3.0,6.480000000000001,0.0,4.086333333333333,1304.1489361702127,False
2016,6,Charlotte Pass,3316,NSW,1500,1765,4,False,True,False,False,,,,,,,,,,,2.2106666666666666,829.0,False
2016,7,Mt. Baw Baw,5267,VIC,5000,1460,7,True,True,False,True,3.9857142857142853,0.5571428571428572,55.4,2.0,1.0,3.0,340.0,3.0,3.4285714285714284,0.0,1.0534,752.4285714285714,False
2016,7,Mt. Stirling,694,VIC,2000,1400,0,True,True,False,True,,,,,,,,,,,0.347,694.0,False
2016,7,Mt. Hotham,20774,VIC,8000,1750,14,True,True,False,True,2.6714285714285717,-0.6571428571428571,132.0,2.0,1.0,5.0,600.0,5.0,3.3285714285714287,2.0,2.59675,1483.857142857143,False
2016,7,Falls Creek,30873,VIC,8500,1600,15,True,True,False,True,3.5285714285714285,0.1857142857142858,86.8,2.0,1.0,3.0,580.0,3.0,3.3428571428571425,1.0,3.6321176470588235,2058.2,False
2016,7,Mt. Buller,37928,VIC,10000,1805,20,True,True,False,True,3.8142857142857145,0.12857142857142861,106.0,2.0,1.0,2.0,648.0,2.0,3.685714285714286,1.0,3.7928,1896.4,False
2016,7,Selwyn,6817,NSW,4000,1614,8,True,True,False,True,6.314285714285715,2.3428571428571425,64.4,2.0,0.0,2.0,382.0,2.0,3.971428571428572,0.0,1.70425,852.125,False
2016,7,Thredbo,37172,NSW,12000,1370,15,True,True,False,True,3.042857142857143,-0.7285714285714286,109.19999999999999,2.0,1.0,3.0,746.0,3.0,3.7714285714285714,1.0,3.0976666666666666,2478.133333333333,False
2016,7,Perisher,48984,NSW,15000,1720,47,True,True,False,True,4.914285714285714,-0.028571428571428723,207.6,2.0,1.0,2.0,1556.0,2.0,4.942857142857143,1.0,3.2656,1042.212765957447,False
2016,7,Charlotte Pass,2689,NSW,1500,1765,4,True,True,False,True,,,,,,,,,,,1.7926666666666666,672.25,False
2016,8,Mt. Baw Baw,6394,VIC,5000,1460,7,True,True,False,True,1.442857142857143,-2.2857142857142856,24.200000000000003,5.0,0.0,7.0,212.0,7.0,3.7285714285714286,0.0,1.2788,913.4285714285714,False
2016,8,Mt. Stirling,1326,VIC,2000,1400,0,True,True,False,True,,,,,,,,,,,0.663,1326.0,False
2016,8,Mt. Hotham,19557,VIC,8000,1750,14,True,True,False,True,-1.3714285714285714,-3.9,3.4,7.0,3.0,7.0,34.0,7.0,2.528571428571429,0.0,2.444625,1396.9285714285713,False
2016,8,Falls Creek,36692,VIC,8500,1600,15,True,True,False,True,-0.3571428571428571,-3.5714285714285716,11.399999999999999,7.0,2.0,7.0,114.0,7.0,3.2142857142857144,0.0,4.316705882352942,2446.133333333333,False
2016,8,Mt. Buller,39125,VIC,10000,1805,20,True,True,False,True,-0.0142857142857143,-3.0714285714285716,80.4,6.0,2.0,7.0,598.0,7.0,3.057142857142857,0.0,3.9125,1956.25,False
2016,8,Selwyn,7706,NSW,4000,1614,8,True,True,False,True,1.0571428571428572,-2.2142857142857144,16.6,5.0,0.0,7.0,156.0,7.0,3.2714285714285714,0.0,1.9265,963.25,False
2016,8,Thredbo,41911,NSW,12000,1370,15,True,True,False,True,-0.014285714285714266,-4.6571428571428575,0.4,7.0,3.0,7.0,4.0,7.0,4.642857142857143,0.0,3.492583333333333,2794.0666666666666,False
2016,8,Perisher,55233,NSW,15000,1720,47,True,True,False,True,1.7571428571428573,-3.9,64.6,4.0,2.0,7.0,578.0,7.0,5.6571428571428575,0.0,3.6822,1175.1702127659576,False
2016,8,Charlotte Pass,3038,NSW,1500,1765,4,True,True,False,True,,,,,,,,,,,2.025333333333333,759.5,False
2016,9,Mt. Baw Baw,6676,VIC,5000,1460,7,False,True,False,False,0.5428571428571428,-2.2857142857142856,48.199999999999996,6.0,0.0,7.0,470.0,7.0,2.8285714285714283,0.0,1.3352,953.7142857142857,False
2016,9,Mt. Stirling,1122,VIC,2000,1400,0,False,True,False,False,,,,,,,,,,,0.561,1122.0,False
2016,9,Mt. Hotham,27232,VIC,8000,1750,14,False,True,False,False,,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.404,1945.142857142857,False
2016,9,Falls Creek,40090,VIC,8500,1600,15,False,True,False,False,0.1285714285714286,-3.6571428571428575,29.0,6.0,0.0,7.0,260.0,7.0,3.7857142857142856,0.0,4.716470588235294,2672.6666666666665,False
2016,9,Mt. Buller,46055,VIC,10000,1805,20,False,True,False,False,0.7428571428571429,-3.4,51.00000000000001,5.0,0.0,7.0,426.0,7.0,4.142857142857143,0.0,4.6055,2302.75,False
2016,9,Selwyn,8763,NSW,4000,1614,8,False,True,False,False,3.414285714285714,-0.9,22.400000000000002,1.0,0.0,6.0,216.0,6.0,4.314285714285715,0.0,2.19075,1095.375,False
2016,9,Thredbo,47536,NSW,12000,1370,15,False,True,False,False,-0.9714285714285714,-6.585714285714286,9.6,7.0,4.0,7.0,96.0,6.0,5.614285714285714,0.0,3.961333333333333,3169.0666666666666,False
2016,9,Perisher,63067,NSW,15000,1720,47,False,True,False,False,1.5,-4.828571428571428,27.000000000000004,3.0,0.0,7.0,238.0,7.0,6.328571428571428,0.0,4.204466666666667,1341.8510638297873,False
2016,9,Charlotte Pass,3384,NSW,1500,1765,4,False,True,False,False,,,,,,,,,,,2.256,846.0,False
2016,10,Mt. Baw Baw,5593,VIC,5000,1460,7,False,True,False,False,2.5285714285714285,-1.885714285714286,15.8,3.0,0.0,6.0,138.0,6.0,4.414285714285714,0.0,1.1186,799.0,False
2016,10,Mt. Stirling,1149,VIC,2000,1400,0,False,True,False,False,,,,,,,,,,,0.5745,1149.0,False
2016,10,Mt. Hotham,28044,VIC,8000,1750,14,False,True,False,False,,,22.4,0.0,0.0,0.0,0.0,0.0,,0.0,3.5055,2003.142857142857,False
2016,10,Falls Creek,43213,VIC,8500,1600,15,False,True,False,False,0.8428571428571429,-2.7714285714285714,20.0,5.0,0.0,6.0,200.0,6.0,3.614285714285714,0.0,5.083882352941177,2880.866666666667,False
2016,10,Mt. Buller,44706,VIC,10000,1805,20,False,True,False,False,1.1428571428571428,-2.685714285714286,48.2,4.0,1.0,7.0,456.0,7.0,3.8285714285714287,0.0,4.4706,2235.3,False
2016,10,Selwyn,8848,NSW,4000,1614,8,False,True,False,False,4.885714285714286,-0.7,10.8,2.0,0.0,3.0,14.0,3.0,5.5857142857142845,0.0,2.212,1106.0,False
2016,10,Thredbo,47996,NSW,12000,1370,15,False,True,False,False,1.7142857142857142,-4.457142857142857,19.400000000000002,4.0,1.0,7.0,192.0,7.0,6.171428571428572,0.0,3.9996666666666667,3199.733333333333,False
2016,10,Perisher,62748,NSW,15000,1720,47,False,True,False,False,4.1,-3.6,30.6,1.0,0.0,4.0,0.0,4.0,7.7,0.0,4.1832,1335.063829787234,False
2016,10,Charlotte Pass,3549,NSW,1500,1765,4,False,True,False,False,,,,,,,,,,,2.366,887.25,False
2016,11,Mt. Baw Baw,3979,VIC,5000,1460,7,False,True,False,False,5.442857142857143,0.4857142857142857,12.0,2.0,0.0,2.0,116.0,2.0,4.957142857142857,0.0,0.7958,568.4285714285714,False
2016,11,Mt. Stirling,708,VIC,2000,1400,0,False,True,False,False,,,,,,,,,,,0.354,708.0,False
2016,11,Mt. Hotham,31774,VIC,8000,1750,14,False,True,False,False,1.2,-2.325,18.6,2.0,1.0,5.0,130.0,3.0,3.1666666666666665,0.0,3.97175,2269.5714285714284,False
2016,11,Falls Creek,43213,VIC,8500,1600,15,False,True,False,False,2.8285714285714287,-0.9714285714285714,21.8,2.0,0.0,6.0,198.0,6.0,3.8000000000000003,0.0,5.083882352941177,2880.866666666667,False
2016,11,Mt. Buller,38065,VIC,10000,1805,20,False,True,False,False,3.4285714285714284,-0.6571428571428571,88.39999999999999,2.0,0.0,5.0,876.0,5.0,4.085714285714286,1.0,3.8065,1903.25,False
2016,11,Selwyn,8235,NSW,4000,1614,8,False,True,False,False,6.371428571428572,1.2,36.6,2.0,0.0,2.0,342.0,2.0,5.171428571428571,0.0,2.05875,1029.375,False
2016,11,Thredbo,43729,NSW,12000,1370,15,False,True,False,False,1.9000000000000001,-2.0285714285714285,16.6,2.0,2.0,6.0,110.0,6.0,3.9285714285714284,0.0,3.644083333333333,2915.266666666667,False
2016,11,Perisher,57827,NSW,15000,1720,47,False,True,False,False,4.5,-0.6571428571428574,48.0,2.0,0.0,4.0,378.0,4.0,5.1571428571428575,0.0,3.8551333333333333,1230.3617021276596,False
2016,11,Charlotte Pass,3259,NSW,1500,1765,4,False,True,False,False,,,,,,,,,,,2.1726666666666667,814.75,False
2016,12,Mt. Baw Baw,3909,VIC,5000,1460,7,False,False,False,False,1.0857142857142856,-2.6714285714285713,47.2,5.0,0.0,7.0,472.0,7.0,3.757142857142857,0.0,0.7818,558.4285714285714,False
2016,12,Mt. Stirling,735,VIC,2000,1400,0,False,False,False,False,,,,,,,,,,,0.3675,735.0,False
2016,12,Mt. Hotham,28211,VIC,8000,1750,14,False,False,False,False,-0.9285714285714286,-5.128571428571428,19.2,7.0,3.0,7.0,192.0,7.0,4.2,0.0,3.526375,2015.0714285714287,False
2016,12,Falls Creek,43275,VIC,8500,1600,15,False,False,False,False,0.05714285714285713,-4.3,11.4,7.0,2.0,7.0,114.0,7.0,4.357142857142857,0.0,5.091176470588235,2885.0,False
2016,12,Mt. Buller,34449,VIC,10000,1805,20,False,False,False,False,0.3714285714285714,-4.071428571428571,48.199999999999996,6.0,1.0,7.0,482.0,7.0,4.442857142857142,0.0,3.4449,1722.45,False
2016,12,Selwyn,7678,NSW,4000,1614,8,False,False,False,False,3.642857142857143,-1.5857142857142856,13.0,0.0,0.0,5.0,0.0,5.0,5.228571428571429,0.0,1.9195,959.75,False
2016,12,Thredbo,41768,NSW,12000,1370,15,False,False,False,False,-1.2142857142857142,-5.528571428571429,9.2,7.0,5.0,7.0,92.0,7.0,4.314285714285715,0.0,3.4806666666666666,2784.5333333333333,False
2016,12,Perisher,54481,NSW,15000,1720,47,False,False,False,False,2.314285714285714,-5.228571428571429,14.0,4.0,0.0,7.0,120.0,7.0,7.542857142857143,0.0,3.6320666666666668,1159.1702127659576,False
2016,12,Charlotte Pass,2951,NSW,1500,1765,4,False,False,False,False,,,,,,,,,,,1.9673333333333334,737.75,False
2016,13,Mt. Baw Baw,1373,VIC,5000,1460,7,True,False,False,True,5.371428571428572,1.1142857142857143,45.0,1.0,0.0,2.0,218.0,2.0,4.257142857142857,0.0,0.2746,196.14285714285714,False
2016,13,Mt. Stirling,198,VIC,2000,1400,0,True,False,False,True,,,,,,,,,,,0.099,198.0,False
2016,13,Mt. Hotham,20295,VIC,8000,1750,14,True,False,False,True,2.78,-1.157142857142857,86.80000000000001,2.0,0.0,5.0,116.0,5.0,3.8,1.0,2.536875,1449.642857142857,False
2016,13,Falls Creek,33724,VIC,8500,1600,15,True,False,False,True,4.6000000000000005,-0.17142857142857143,103.0,1.0,0.0,4.0,452.0,4.0,4.771428571428571,1.0,3.9675294117647057,2248.266666666667,False
2016,13,Mt. Buller,21929,VIC,10000,1805,20,True,False,False,True,4.285714285714286,0.042857142857142864,48.6,0.0,0.0,5.0,0.0,5.0,4.242857142857143,0.0,2.1929,1096.45,False
2016,13,Selwyn,5307,NSW,4000,1614,8,True,False,False,True,8.185714285714287,2.4714285714285715,71.2,0.0,0.0,1.0,0.0,1.0,5.714285714285714,0.0,1.32675,663.375,False
2016,13,Thredbo,28580,NSW,12000,1370,15,True,False,False,True,3.6571428571428575,-2.0,115.8,1.0,0.0,6.0,14.0,6.0,5.6571428571428575,1.0,2.381666666666667,1905.3333333333333,False
2016,13,Perisher,37561,NSW,15000,1720,47,True,False,False,True,6.5,-0.7142857142857143,126.0,0.0,0.0,2.0,0.0,2.0,7.214285714285714,1.0,2.5040666666666667,799.1702127659574,False
2016,13,Charlotte Pass,2070,NSW,1500,1765,4,True,False,False,True,,,,,,,,,,,1.38,517.5,False
2016,14,Mt. Baw Baw,0,VIC,5000,1460,7,True,False,False,True,8.557142857142857,2.757142857142857,27.4,0.0,0.0,2.0,0.0,2.0,5.8,0.0,0.0,0.0,False
2016,14,Mt. Stirling,102,VIC,2000,1400,0,True,False,False,True,,,,,,,,,,,0.051,102.0,False
2016,14,Mt. Hotham,14224,VIC,8000,1750,14,True,False,False,True,5.828571428571428,1.1857142857142857,46.8,0.0,0.0,3.0,0.0,3.0,4.642857142857143,0.0,1.778,1016.0,False
2016,14,Falls Creek,24144,VIC,8500,1600,15,True,False,False,True,7.3,2.6285714285714286,18.4,0.0,0.0,2.0,0.0,2.0,4.671428571428572,0.0,2.840470588235294,1609.6,False
2016,14,Mt. Buller,13075,VIC,10000,1805,20,True,False,False,True,6.8999999999999995,2.185714285714286,50.4,0.0,0.0,2.0,0.0,2.0,4.714285714285714,0.0,1.3075,653.75,False
2016,14,Selwyn,3453,NSW,4000,1614,8,True,False,False,True,10.142857142857142,4.285714285714286,90.8,0.0,0.0,1.0,0.0,1.0,5.857142857142857,1.0,0.86325,431.625,False
2016,14,Thredbo,18938,NSW,12000,1370,15,True,False,False,True,5.428571428571429,0.38571428571428573,58.6,0.0,0.0,3.0,0.0,3.0,5.042857142857143,0.0,1.5781666666666667,1262.5333333333333,False
2016,14,Perisher,24737,NSW,15000,1720,47,True,False,False,True,9.285714285714286,1.2142857142857142,51.4,0.0,0.0,0.0,0.0,0.0,8.071428571428571,0.0,1.6491333333333333,526.3191489361702,False
2016,14,Charlotte Pass,1385,NSW,1500,1765,4,True,False,False,True,,,,,,,,,,,0.9233333333333333,346.25,False
2016,15,Mt. Baw Baw,0,VIC,5000,1460,7,False,False,False,False,4.557142857142858,0.30000000000000004,25.2,0.0,0.0,4.0,0.0,3.0,4.616666666666666,0.0,0.0,0.0,False
2016,15,Mt. Stirling,87,VIC,2000,1400,0,False,False,False,False,,,,,,,,,,,0.0435,87.0,False
2016,15,Mt. Hotham,10134,VIC,8000,1750,14,False,False,False,False,2.1,-1.6142857142857143,31.8,5.0,0.0,6.0,220.0,6.0,3.7142857142857144,0.0,1.26675,723.8571428571429,False
2016,15,Falls Creek,19696,VIC,8500,1600,15,False,False,False,False,3.4714285714285715,-0.7428571428571429,10.8,2.0,0.0,4.0,52.0,4.0,4.214285714285714,0.0,2.3171764705882354,1313.0666666666666,False
2016,15,Mt. Buller,7411,VIC,10000,1805,20,False,False,False,False,2.957142857142857,-0.9285714285714287,59.800000000000004,3.0,0.0,6.0,286.0,6.0,3.8857142857142857,0.0,0.7411,370.55,False
2016,15,Selwyn,2599,NSW,4000,1614,8,False,False,False,False,6.571428571428571,1.3857142857142857,35.0,0.0,0.0,2.0,0.0,2.0,5.185714285714285,0.0,0.64975,324.875,False
2016,15,Thredbo,13868,NSW,12000,1370,15,False,False,False,False,2.6999999999999997,-2.314285714285714,34.4,4.0,0.0,5.0,232.0,5.0,5.014285714285714,0.0,1.1556666666666666,924.5333333333333,False
2016,15,Perisher,18080,NSW,15000,1720,47,False,False,False,False,5.357142857142857,-0.9,77.6,1.0,0.0,3.0,524.0,3.0,6.257142857142857,1.0,1.2053333333333334,384.6808510638298,False
2016,15,Charlotte Pass,979,NSW,1500,1765,4,False,False,False,False,,,,,,,,,,,0.6526666666666666,244.75,False
2017,1,Mt. Baw Baw,3569,VIC,5000,1460,7,False,False,False,False,3.614285714285714,-0.7142857142857143,23.0,1.0,0.0,6.0,116.0,6.0,4.328571428571428,0.0,0.7138,509.85714285714283,False
2017,1,Mt. Stirling,96,VIC,2000,1400,0,False,False,False,False,,,,,,,,,,,0.048,96.0,False
2017,1,Mt. Hotham,6288,VIC,8000,1750,14,False,False,False,False,3.314285714285714,-2.2285714285714286,13.6,2.0,0.0,5.0,10.0,5.0,5.542857142857143,0.0,0.786,449.14285714285717,False
2017,1,Falls Creek,5663,VIC,8500,1600,15,False,False,False,False,4.385714285714285,-1.6285714285714286,9.6,1.0,0.0,4.0,56.0,4.0,6.014285714285714,0.0,0.666235294117647,377.53333333333336,False
2017,1,Mt. Buller,18142,VIC,10000,1805,20,False,False,False,False,4.228571428571429,-1.1428571428571428,17.2,1.0,0.0,6.0,100.0,6.0,5.371428571428572,0.0,1.8142,907.1,False
2017,1,Selwyn,2569,NSW,4000,1614,8,False,False,False,False,6.8,0.9857142857142858,8.4,0.0,0.0,1.0,0.0,1.0,5.814285714285715,0.0,0.64225,321.125,False
2017,1,Thredbo,14174,NSW,12000,1370,15,False,False,False,False,2.357142857142857,-3.5,4.2,2.0,0.0,6.0,28.0,6.0,5.857142857142857,0.0,1.1811666666666667,944.9333333333333,False
2017,1,Perisher,18739,NSW,15000,1720,47,False,False,False,False,6.285714285714286,-3.7285714285714286,9.6,1.0,0.0,3.0,60.0,3.0,10.014285714285714,0.0,1.2492666666666667,398.70212765957444,False
2017,1,Charlotte Pass,1030,NSW,1500,1765,4,False,False,False,False,,,,,,,,,,,0.6866666666666666,257.5,False
2017,2,Mt. Baw Baw,798,VIC,5000,1460,7,True,False,False,True,7.714285714285714,1.6142857142857143,2.0,0.0,0.0,2.0,0.0,2.0,6.1000000000000005,0.0,0.1596,114.0,False
2017,2,Mt. Stirling,33,VIC,2000,1400,0,True,False,False,True,,,,,,,,,,,0.0165,33.0,False
2017,2,Mt. Hotham,2644,VIC,8000,1750,14,True,False,False,True,6.742857142857143,-0.2166666666666667,0.4,0.0,0.0,1.0,0.0,0.0,7.283333333333334,0.0,0.3305,188.85714285714286,False
2017,2,Falls Creek,3577,VIC,8500,1600,15,True,False,False,True,7.671428571428572,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,6.885714285714286,0.0,0.4208235294117647,238.46666666666667,False
2017,2,Mt. Buller,9023,VIC,10000,1805,20,True,False,False,True,7.885714285714286,0.8285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,7.057142857142857,0.0,0.9023,451.15,False
2017,2,Selwyn,1236,NSW,4000,1614,8,True,False,False,True,9.457142857142857,3.1142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,6.342857142857143,0.0,0.309,154.5,False
2017,2,Thredbo,6636,NSW,12000,1370,15,True,False,False,True,6.3999999999999995,-1.0714285714285714,0.0,0.0,0.0,2.0,0.0,2.0,7.471428571428571,0.0,0.553,442.4,False
2017,2,Perisher,8792,NSW,15000,1720,47,True,False,False,True,10.314285714285715,-2.6285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,12.942857142857141,0.0,0.5861333333333333,187.06382978723406,False
2017,2,Charlotte Pass,478,NSW,1500,1765,4,True,False,False,True,,,,,,,,,,,0.31866666666666665,119.5,False
2017,3,Mt. Baw Baw,846,VIC,5000,1460,7,False,False,False,False,2.7714285714285714,-1.2857142857142858,16.6,4.0,0.0,5.0,158.0,5.0,4.057142857142857,0.0,0.1692,120.85714285714286,False
2017,3,Mt. Stirling,72,VIC,2000,1400,0,False,False,False,False,,,,,,,,,,,0.036,72.0,False
2017,3,Mt. Hotham,5756,VIC,8000,1750,14,False,False,False,False,2.1285714285714286,-1.3857142857142857,0.8,4.0,1.0,5.0,8.0,5.0,3.5142857142857147,0.0,0.7195,411.14285714285717,False
2017,3,Falls Creek,7935,VIC,8500,1600,15,False,False,False,False,3.3285714285714287,-0.8285714285714285,0.0,4.0,1.0,4.0,0.0,4.0,4.1571428571428575,0.0,0.9335294117647058,529.0,False
2017,3,Mt. Buller,13836,VIC,10000,1805,20,False,False,False,False,2.7857142857142856,-0.9857142857142858,1.4,5.0,1.0,5.0,14.0,5.0,3.7714285714285714,0.0,1.3836,691.8,False
2017,3,Selwyn,2180,NSW,4000,1614,8,False,False,False,False,6.285714285714286,0.9857142857142858,0.0,1.0,0.0,3.0,0.0,3.0,5.3,0.0,0.545,272.5,False
2017,3,Thredbo,11543,NSW,12000,1370,15,False,False,False,False,3.3714285714285714,-2.3285714285714287,0.2,3.0,1.0,4.0,2.0,4.0,5.7,0.0,0.9619166666666666,769.5333333333333,False
2017,3,Perisher,15236,NSW,15000,1720,47,False,False,False,False,6.442857142857143,-4.285714285714286,0.2,2.0,1.0,3.0,2.0,3.0,10.728571428571428,0.0,1.0157333333333334,324.17021276595744,False
2017,3,Charlotte Pass,842,NSW,1500,1765,4,False,False,False,False,,,,,,,,,,,0.5613333333333334,210.5,False
2017,4,Mt. Baw Baw,3486,VIC,5000,1460,7,False,False,False,False,1.3285714285714287,-2.957142857142857,24.2,5.0,0.0,6.0,180.0,6.0,4.285714285714286,0.0,0.6972,498.0,False
2017,4,Mt. Stirling,132,VIC,2000,1400,0,False,False,False,False,,,,,,,,,,,0.066,132.0,False
2017,4,Mt. Hotham,17281,VIC,8000,1750,14,False,False,False,False,0.7285714285714285,-4.3,18.2,5.0,0.0,6.0,164.0,6.0,5.028571428571428,0.0,2.160125,1234.357142857143,False
2017,4,Falls Creek,16182,VIC,8500,1600,15,False,False,False,False,2.314285714285714,-3.642857142857143,0.6000000000000001,3.0,0.0,7.0,2.0,7.0,5.957142857142856,0.0,1.903764705882353,1078.8,False
2017,4,Mt. Buller,26972,VIC,10000,1805,20,False,False,False,False,0.6571428571428571,-3.6714285714285713,14.0,5.0,1.0,7.0,136.0,7.0,4.328571428571428,0.0,2.6972,1348.6,False
2017,4,Selwyn,4933,NSW,4000,1614,8,False,False,False,False,4.357142857142857,-1.5857142857142856,3.6,0.0,0.0,6.0,0.0,6.0,5.942857142857143,0.0,1.23325,616.625,False
2017,4,Thredbo,26374,NSW,12000,1370,15,False,False,False,False,1.1142857142857143,-5.971428571428571,0.4,5.0,3.0,7.0,4.0,7.0,7.085714285714286,0.0,2.1978333333333335,1758.2666666666667,False
2017,4,Perisher,34802,NSW,15000,1720,47,False,False,False,False,4.3428571428571425,-6.685714285714285,2.8,2.0,0.0,4.0,2.0,4.0,11.028571428571428,0.0,2.320133333333333,740.468085106383,False
2017,4,Charlotte Pass,1923,NSW,1500,1765,4,False,False,False,False,,,,,,,,,,,1.282,480.75,False
2017,5,Mt. Baw Baw,5981,VIC,5000,1460,7,False,False,False,False,0.5428571428571429,-2.1666666666666665,22.0,6.0,0.0,7.0,220.0,6.0,2.35,0.0,1.1962,854.4285714285714,False
2017,5,Mt. Stirling,162,VIC,2000,1400,0,False,False,False,False,,,,,,,,,,,0.081,162.0,False
2017,5,Mt. Hotham,29573,VIC,8000,1750,14,False,False,False,False,-1.2428571428571427,-3.1714285714285713,18.599999999999998,7.0,0.0,7.0,186.0,7.0,1.9285714285714286,0.0,3.696625,2112.3571428571427,False
2017,5,Falls Creek,30745,VIC,8500,1600,15,False,False,False,False,-0.35714285714285715,-2.5714285714285716,44.4,6.0,0.0,7.0,444.0,7.0,2.2142857142857144,0.0,3.617058823529412,2049.6666666666665,False
2017,5,Mt. Buller,50070,VIC,10000,1805,20,False,False,False,False,-0.17142857142857143,-2.5,95.4,7.0,0.0,7.0,954.0,7.0,2.3285714285714287,0.0,5.007,2503.5,False
2017,5,Selwyn,8953,NSW,4000,1614,8,False,False,False,False,1.957142857142857,-0.5857142857142856,81.2,3.0,0.0,7.0,154.0,7.0,2.542857142857143,0.0,2.23825,1119.125,False
2017,5,Thredbo,49289,NSW,12000,1370,15,False,False,False,False,-1.2857142857142858,-4.242857142857143,21.8,7.0,3.0,7.0,218.0,7.0,2.957142857142857,0.0,4.1074166666666665,3285.9333333333334,False
2017,5,Perisher,64376,NSW,15000,1720,47,False,False,False,False,0.4,-3.042857142857143,51.0,6.0,0.0,7.0,508.0,7.0,3.4428571428571426,0.0,4.291733333333333,1369.7021276595744,False
2017,5,Charlotte Pass,3523,NSW,1500,1765,4,False,False,False,False,,,,,,,,,,,2.3486666666666665,880.75,False
2017,6,Mt. Baw Baw,9132,VIC,5000,1460,7,False,True,False,False,1.6142857142857143,-2.557142857142857,10.200000000000001,4.0,0.0,7.0,90.0,7.0,4.171428571428572,0.0,1.8264,1304.5714285714287,False
2017,6,Mt. Stirling,387,VIC,2000,1400,0,False,True,False,False,,,,,,,,,,,0.1935,387.0,False
2017,6,Mt. Hotham,33467,VIC,8000,1750,14,False,True,False,False,-1.5142857142857142,-5.414285714285714,0.0,7.0,4.0,7.0,0.0,7.0,3.8999999999999995,0.0,4.183375,2390.5,False
2017,6,Falls Creek,38180,VIC,8500,1600,15,False,True,False,False,-0.34285714285714286,-3.9714285714285715,2.0,7.0,1.0,7.0,20.0,7.0,3.6285714285714286,0.0,4.491764705882353,2545.3333333333335,False
2017,6,Mt. Buller,57787,VIC,10000,1805,20,False,True,False,False,-0.5714285714285714,-3.742857142857143,32.4,7.0,2.0,7.0,324.0,7.0,3.1714285714285713,0.0,5.7787,2889.35,False
2017,6,Selwyn,10860,NSW,4000,1614,8,False,True,False,False,2.8000000000000003,-1.5857142857142859,13.0,2.0,0.0,6.0,122.0,6.0,4.385714285714286,0.0,2.715,1357.5,False
2017,6,Thredbo,58279,NSW,12000,1370,15,False,True,False,False,-1.5,-6.2,3.4,6.0,4.0,7.0,34.0,5.0,4.283333333333333,0.0,4.856583333333333,3885.266666666667,False
2017,6,Perisher,76620,NSW,15000,1720,47,False,True,False,False,2.0285714285714285,-6.371428571428571,9.8,4.0,0.0,6.0,66.0,4.0,8.4,0.0,5.108,1630.212765957447,False
2017,6,Charlotte Pass,4189,NSW,1500,1765,4,False,True,False,False,,,,,,,,,,,2.792666666666667,1047.25,False
